Dt_Customer,YearsOfEnrollment,Age,Education,Marital_Status,Kidhome,Teenhome,Recency,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,accepted_cmp_before,qtd_cmp_accepted,Cluster
2014-06-08,0,37,Master,Married,0,0,72,50353.0,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,0,0,5
2012-08-12,2,48,Graduation,Single,0,0,20,61839.0,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,0,0,3
2013-11-03,1,53,PhD,Married,1,1,69,49154.0,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,0,0,5
2013-02-15,1,38,2n Cycle,Widow,0,1,80,47682.0,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,0,0,5
2013-09-18,1,44,Graduation,Single,0,1,65,72679.0,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,0,0,5
2014-06-18,0,37,Master,Together,1,1,52,57954.0,456,4,24,0,0,9,7,8,2,6,7,0,0,0,1,0,0,0,0,1,6
2013-04-24,1,51,Graduation,Married,1,1,65,65316.0,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,0,0,5
2013-06-17,1,31,Graduation,Single,1,0,57,28567.0,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,0,0,6
2013-04-11,1,62,Master,Together,0,1,70,47352.0,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,0,0,2
2014-01-18,0,47,Graduation,Together,0,1,0,44931.0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,0,0,1
2014-02-15,0,47,Graduation,Divorced,0,0,19,76982.0,464,151,292,65,60,30,1,8,3,4,4,0,0,0,0,1,0,1,0,1,4
2013-08-08,1,61,2n Cycle,Together,0,1,50,57247.0,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,0,0,2
2013-12-23,1,32,Master,Single,1,0,67,22944.0,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,0,0,6
2013-11-07,1,36,2n Cycle,Together,1,0,46,25315.0,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,0,0,2
2012-08-06,2,43,Graduation,Widow,0,1,37,43638.0,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,0,0,2
2012-11-28,2,28,PhD,Single,1,0,38,42710.0,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,0,0,3
2013-08-07,1,31,PhD,Married,0,0,9,84169.0,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,0,1,0,2,1
2013-06-04,1,37,Graduation,Together,0,1,56,54058.0,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,0,0,5
2014-03-08,0,24,2n Cycle,Married,1,0,98,24683.0,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,0,0,6
2014-01-07,0,50,Graduation,Widow,0,0,68,85620.0,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,0,0,5
2013-12-03,1,33,Graduation,Married,1,0,72,47850.0,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,0,0,6
2014-01-26,0,46,Graduation,Married,1,1,47,19514.0,14,3,21,2,1,28,4,3,1,2,8,0,0,1,0,0,0,1,0,1,2
2014-03-29,0,41,Master,Married,1,1,33,27159.0,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,0,2
2014-03-31,0,51,2n Cycle,Single,1,1,87,39548.0,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,0,0,6
2014-04-08,0,25,Graduation,Single,1,0,0,21474.0,6,16,24,11,0,34,2,3,1,2,7,0,0,1,0,0,0,1,0,1,4
2014-02-07,0,43,PhD,Single,0,1,73,60504.0,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,0,0,5
2013-04-18,1,50,Graduation,Married,0,0,74,22419.0,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,0,5
2013-11-06,1,64,Master,Married,0,0,4,81698.0,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,0,0,4
2012-09-12,2,60,Graduation,Together,1,1,50,43462.0,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,0,0,2
2013-03-01,1,35,PhD,Single,1,0,57,54880.0,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,0,0,3
2013-04-05,1,31,Graduation,Married,0,0,30,79908.0,557,129,761,29,185,111,1,5,6,7,2,0,0,0,0,1,0,0,0,1,3
2013-08-03,1,43,2n Cycle,Married,0,0,27,15315.0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,0,2
2013-05-22,1,54,Graduation,Together,0,1,61,87771.0,1492,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,0,1,1,4,2
2013-09-09,1,35,Graduation,Married,1,0,4,33039.0,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,0,0,1
2013-06-16,1,33,Graduation,Single,0,0,75,81741.0,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0,0,5
2013-06-25,1,42,Master,Together,0,1,12,71499.0,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,0,0,4
2014-01-15,0,44,2n Cycle,Married,0,1,13,62466.0,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,0,0,3
2013-11-05,1,50,PhD,Divorced,0,1,9,48799.0,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,0,0,4
2014-06-07,0,64,PhD,Together,0,1,48,52157.0,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,0,0,2
2012-12-05,2,50,Graduation,Single,0,1,80,66565.0,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,0,0,5
2013-09-07,1,62,Master,Together,1,1,60,29298.0,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,0,0,2
2013-07-05,1,34,Graduation,Single,0,1,43,47691.0,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,0,6
2012-12-07,2,42,Graduation,Together,1,1,19,38200.0,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1
2012-09-12,2,38,Graduation,Married,0,1,26,44989.0,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,0,0,3
2014-01-27,0,46,PhD,Married,1,1,58,38443.0,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,0,0,6
2013-09-13,1,35,2n Cycle,Single,1,0,42,38593.0,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,0,0,5
2013-08-01,1,43,PhD,Together,0,1,27,64413.0,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,0,0,2
2013-10-02,1,32,Master,Married,1,0,56,36959.0,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,0,0,6
2013-01-31,1,36,PhD,Married,0,1,27,61996.0,1050,12,144,0,0,24,3,6,4,8,5,1,1,0,1,0,0,1,1,3,4
2014-04-01,0,46,Graduation,Married,1,1,10,51287.0,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,0,0,4
2013-08-23,1,43,Graduation,Married,1,1,48,13260.0,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,0,0,2
2013-09-16,1,47,PhD,Together,1,1,39,47472.0,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,0,0,2
2013-07-09,1,57,Master,Together,1,1,85,54603.0,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,0,0,6
2012-11-10,2,38,PhD,Married,1,1,64,45207.0,203,0,10,0,0,2,5,3,1,6,6,0,0,0,1,0,0,0,0,1,6
2013-03-18,1,62,Graduation,Together,0,1,69,40689.0,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,0,0,5
2013-10-20,1,46,2n Cycle,Together,1,1,54,47821.0,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,0,0,2
2013-04-15,1,62,Master,Married,0,0,57,27450.0,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0,0,5
2014-04-03,0,31,Graduation,Together,1,0,64,39453.0,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,0,0,6
2014-04-18,0,43,2n Cycle,Together,1,1,10,26850.0,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,0,0,1
2012-09-23,2,57,Graduation,Widow,0,0,65,79800.0,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,0,1,0,1,1,3,3
2013-09-14,1,52,Master,Married,0,1,74,61794.0,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,0,0,6
2014-05-17,0,59,Graduation,Together,0,1,4,53863.0,399,4,30,6,4,30,3,7,1,7,7,0,0,0,1,0,0,0,0,1,4
2013-08-20,1,54,Graduation,Together,0,0,94,24221.0,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,0,0,6
2012-10-12,2,28,PhD,Single,1,0,41,39684.0,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,0,0,6
2012-12-12,2,37,Master,Married,0,0,25,92163.0,817,183,797,106,163,20,0,5,11,5,2,1,0,0,0,1,0,1,1,2,2
2013-11-10,1,48,Master,Single,0,0,94,69882.0,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,0,0,3
2014-01-30,0,37,Graduation,Together,1,0,9,33178.0,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,0,0,1
2013-09-11,1,41,PhD,Married,0,0,47,59973.0,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0,0,2
2013-09-19,1,38,Master,Together,1,0,12,17459.0,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,0,0,4
2012-10-26,2,43,Graduation,Divorced,1,0,80,23910.0,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,0,0,6
2013-10-19,1,44,Master,Married,1,1,20,42169.0,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,0,0,1
2013-06-04,1,35,2n Cycle,Married,1,0,39,26224.0,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,0,0,2
2012-08-17,2,31,Graduation,Together,1,0,57,31089.0,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,0,0,6
2013-02-21,1,52,Graduation,Single,0,1,27,30081.0,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,0,0,1
2012-08-31,2,52,Graduation,Together,0,1,83,62807.0,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,0,0,5
2013-09-17,1,58,Graduation,Single,0,0,79,72906.0,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,0,0,5
2012-12-09,2,64,PhD,Married,0,2,69,61467.0,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,0,0,5
2013-01-26,1,47,Master,Together,1,1,77,49618.0,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,0,0,6
2012-12-29,2,26,Master,Single,1,0,15,21888.0,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,0,0,3
2014-02-11,0,41,Graduation,Widow,0,1,99,42429.0,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,0,0,6
2013-03-11,1,57,Graduation,Divorced,2,1,61,26150.0,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,0,0,2
2012-10-26,2,37,Basic,Married,0,1,23,30801.0,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,0,0,2
2014-05-07,0,49,Graduation,Married,0,0,84,81168.0,410,0,592,147,22,22,1,6,4,7,3,1,0,0,0,0,0,0,1,1,6
2013-08-19,1,44,Master,Single,0,0,74,26877.0,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,0,5
2013-07-18,1,69,Master,Widow,0,0,90,45006.0,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0,0,6
2012-12-11,2,39,Basic,Married,1,0,41,18978.0,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,0,0,2
2013-10-28,1,46,Graduation,Married,2,1,28,22574.0,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,0,2
2012-11-09,2,43,PhD,Single,0,0,73,48240.0,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,0,0,5
2013-07-26,1,39,Graduation,Married,1,1,88,45837.0,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,0,0,6
2013-05-06,1,48,Master,Single,2,1,94,35791.0,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,0,0,6
2013-06-03,1,37,PhD,Together,1,1,31,162397.0,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
2013-03-18,1,35,Graduation,Widow,1,1,31,54162.0,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,0,0,2
2012-08-17,2,52,Master,Married,0,1,6,30522.0,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,0,0,4
2013-07-11,1,52,PhD,Married,0,1,23,54456.0,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,0,0,1
2013-07-14,1,42,Graduation,Single,0,0,92,31632.0,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,0,0,6
2014-03-10,0,65,Graduation,Widow,0,0,52,72298.0,625,35,169,58,17,35,1,4,3,6,1,0,0,0,1,1,0,0,0,2,2
2013-12-28,1,35,2n Cycle,Single,1,0,50,36975.0,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,0,0,6
2013-06-03,1,58,2n Cycle,Married,0,0,54,72635.0,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0,1,1,3
2013-01-20,1,37,Graduation,Married,1,0,93,13624.0,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,0,0,6
2013-06-03,1,38,Graduation,Single,0,1,56,84196.0,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,0,0,3
2012-09-21,2,52,Graduation,Together,0,1,28,70971.0,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,0,0,1
2012-09-06,2,35,PhD,Divorced,1,1,94,34487.0,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,0,0,6
2012-12-18,2,35,Graduation,Single,1,0,76,28769.0,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,0,0,6
2013-11-19,1,43,PhD,Married,1,0,43,69084.0,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,0,0,5
2014-06-13,0,56,PhD,Together,0,0,46,65488.0,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0,0,5
2014-01-15,0,44,2n Cycle,Married,0,1,13,62466.0,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,0,0,3
2014-02-15,0,54,2n Cycle,Single,0,0,27,32218.0,10,24,15,13,1,30,1,2,1,3,7,0,0,1,0,0,0,1,0,1,4
2013-04-18,1,40,Graduation,Single,0,0,12,83917.0,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,0,0,3
2014-03-10,0,52,Graduation,Divorced,2,1,3,46102.0,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1
2013-06-04,1,61,Graduation,Single,0,0,72,84574.0,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0,0,3
2013-01-08,1,51,Graduation,Married,0,1,6,56181.0,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,0,0,4
2012-09-28,2,62,Master,Divorced,0,1,53,63120.0,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,0,0,5
2013-11-06,1,42,Graduation,Married,0,1,58,73691.0,707,21,250,85,43,73,2,6,2,8,2,0,0,1,0,0,0,0,0,1,5
2012-10-05,2,52,Graduation,Together,0,1,78,63381.0,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,0,0,3
2014-05-13,0,66,PhD,Together,0,0,57,76140.0,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0,0,2
2012-12-30,2,53,PhD,Divorced,0,1,37,62859.0,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,0,0,2
2013-05-07,1,49,Graduation,Single,0,1,20,45906.0,305,3,27,4,3,144,2,5,4,4,5,0,0,1,0,0,0,0,0,1,3
2013-03-10,1,66,Master,Together,0,0,73,77632.0,1200,105,758,0,42,147,1,4,2,6,2,0,0,0,1,1,0,1,0,2,3
2013-08-18,1,42,PhD,Married,1,1,56,46463.0,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,0,0,6
2013-01-21,1,43,Graduation,Together,0,0,36,105471.0,1009,181,104,202,21,207,0,9,8,13,3,1,0,0,0,1,0,1,1,2,3
2013-12-13,1,43,Master,Divorced,1,0,9,55282.0,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,0,0,4
2014-05-23,0,37,Master,Married,0,1,42,78710.0,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,0,0,5
2013-09-16,1,55,Graduation,Together,0,1,28,66886.0,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,0,0,3
2014-02-17,0,54,Master,Single,0,0,23,98777.0,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0,0,1,4
2012-08-27,2,27,Graduation,Together,1,0,38,29103.0,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,0,0,6
2012-08-12,2,38,Graduation,Married,0,1,63,67445.0,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,0,0,6
2014-04-13,0,64,PhD,Together,0,1,71,50616.0,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,0,0,2
2012-08-03,2,57,Graduation,Divorced,0,1,9,49431.0,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,0,0,1
2014-02-07,0,39,Graduation,Divorced,0,0,81,153924.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2014-01-04,0,61,Graduation,Together,0,1,87,61278.0,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,0,0,6
2012-09-22,2,54,2n Cycle,Together,0,0,92,26490.0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,0,6
2013-08-31,1,66,PhD,Together,0,1,36,73059.0,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,0,0,4
2013-10-21,1,47,PhD,Single,1,2,86,46734.0,100,1,39,6,1,76,4,3,2,3,6,0,0,1,0,0,0,0,0,1,5
2012-12-07,2,49,Graduation,Together,0,1,83,56253.0,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,0,0,6
2013-11-14,1,28,Graduation,Married,1,0,74,19986.0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,0,0,6
2013-12-25,1,38,Graduation,Widow,0,1,87,58330.0,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,0,0,3
2012-09-07,2,32,Basic,Married,0,0,29,25965.0,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,0,2
2013-01-01,1,57,Master,Together,0,0,88,14661.0,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,0,6
2012-12-28,2,53,Graduation,Married,0,0,77,18690.0,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,0,6
2013-05-16,1,39,PhD,Together,0,1,25,45068.0,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,0,2
2013-09-25,1,26,Basic,Single,1,0,34,21063.0,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,0,0,2
2013-05-09,1,45,PhD,Married,1,0,43,29187.0,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,0,0,2
2013-11-07,1,42,2n Cycle,Married,1,1,76,54690.0,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,0,0,6
2013-07-29,1,49,PhD,Married,0,1,81,59304.0,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,0,0,6
2013-11-08,1,51,Master,Single,0,2,87,59247.0,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,0,0,5
2012-09-12,2,42,Graduation,Widow,0,1,33,66731.0,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,0,0,3
2013-12-16,1,33,Graduation,Married,0,1,38,77353.0,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,0,0,5
2012-12-01,2,37,PhD,Single,0,1,63,52614.0,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,0,0,5
2014-05-22,0,40,Graduation,Married,2,0,26,26751.0,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,0,0,2
2012-10-30,2,49,PhD,Married,0,1,17,81300.0,1004,12,145,32,12,36,3,10,3,5,5,1,0,0,0,0,0,1,1,1,4
2014-01-02,0,35,Graduation,Single,0,0,75,70337.0,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,0,0,5
2013-06-16,1,28,2n Cycle,Married,1,0,13,36145.0,56,4,76,17,1,18,4,4,1,3,9,0,0,1,0,0,0,1,0,1,4
2013-12-23,1,33,PhD,Single,0,0,19,65295.0,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0,0,2
2013-10-18,1,50,Graduation,Divorced,0,1,51,68118.0,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,0,0,3
2012-08-30,2,45,Graduation,Divorced,0,0,81,68743.0,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,0,0,5
2013-07-25,1,31,2n Cycle,Together,0,0,32,41039.0,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,0,0,5
2013-10-24,1,58,Graduation,Together,0,1,84,38946.0,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,0,0,5
2013-12-19,1,46,Graduation,Together,0,0,87,65777.0,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,0,0,5
2013-03-07,1,37,PhD,Divorced,0,1,99,66476.0,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,0,0,5
2012-09-12,2,40,PhD,Single,0,0,96,86857.0,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,0,0,6
2012-08-04,2,30,PhD,Married,0,0,21,160803.0,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,0,0,2
2014-05-16,0,25,PhD,Together,0,0,40,77845.0,760,40,480,0,40,26,1,3,5,12,1,1,0,0,0,1,0,0,1,2,5
2013-09-30,1,44,PhD,Together,0,0,3,69476.0,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0,0,3
2012-10-04,2,52,PhD,Divorced,0,1,98,50611.0,459,0,24,6,0,4,6,4,5,7,6,0,0,0,1,0,0,1,0,1,6
2013-08-25,1,43,Graduation,Single,0,0,73,61209.0,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,0,0,5
2013-07-12,1,55,Master,Together,0,1,90,42315.0,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,0,0,5
2013-11-02,1,61,Basic,Together,0,0,29,13084.0,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,0,0,1
2013-05-29,1,64,Master,Widow,1,1,3,47570.0,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,0,0,4
2013-07-26,1,52,Master,Married,0,2,94,61923.0,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,0,0,6
2014-03-26,0,19,Graduation,Single,0,0,65,34824.0,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,0,6
2013-04-08,1,64,PhD,Single,1,1,33,26518.0,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,0,0,1
2013-11-03,1,52,Graduation,Single,0,0,46,45938.0,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,0,0,2
2014-04-09,0,54,Graduation,Together,0,0,29,78468.0,434,22,388,104,22,34,1,10,7,10,4,1,0,0,0,0,0,0,1,1,4
2013-09-17,1,40,Graduation,Divorced,0,1,99,78901.0,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,0,0,6
2014-03-12,0,36,Graduation,Married,2,0,26,71427.0,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,0,0,4
2014-02-11,0,36,Graduation,Divorced,0,1,30,71022.0,909,12,278,0,12,242,3,5,2,11,8,0,0,1,0,0,0,0,0,1,3
2014-04-29,0,26,Master,Single,0,0,27,90247.0,1184,32,352,21,16,16,1,3,4,7,1,1,0,0,1,1,0,1,1,3,2
2013-12-26,1,45,Master,Divorced,1,0,24,41335.0,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,0,0,1
2013-01-10,1,27,Graduation,Married,1,0,93,71952.0,656,80,455,52,107,93,2,8,4,8,4,0,0,1,0,1,0,0,0,2,5
2014-06-27,0,44,PhD,Divorced,1,0,34,35682.0,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,0,0,2
2013-04-10,1,62,Graduation,Divorced,0,1,88,43185.0,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,0,0,6
2013-11-21,1,65,PhD,Together,0,1,96,66375.0,712,0,45,0,0,191,3,2,4,5,7,0,0,1,0,0,0,0,0,1,3
2013-01-10,1,42,Master,Married,1,0,10,35178.0,23,1,13,2,2,18,1,1,1,2,7,0,0,1,0,0,0,1,0,1,1
2013-07-12,1,27,Graduation,Married,1,0,26,25252.0,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,0,0,2
2012-10-21,2,47,Master,Single,0,1,49,55250.0,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,0,0,5
2013-02-20,1,38,Graduation,Single,1,0,11,33249.0,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,0,0,4
2013-05-14,1,60,Graduation,Together,0,0,44,58398.0,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,0,0,4
2013-08-07,1,31,Graduation,Together,1,0,75,50272.0,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,0,0,6
2012-12-07,2,37,PhD,Married,0,0,64,76618.0,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,0,0,3
2012-09-23,2,52,2n Cycle,Divorced,0,0,19,87305.0,345,25,501,63,138,80,1,5,3,8,2,0,0,0,0,1,0,1,0,1,3
2013-02-11,1,35,Graduation,Together,1,0,45,25851.0,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,0,0,6
